0,7,163,255,4,0
1,38,141,239,2,0
2,85,14,221,1,0
3,67,165,185,0,0
4,67,160,186,0,0
5,66,152,189,0,0
6,6,180,255,4,0
7,103,227,171,5,0
8,38,140,234,2,0
9,104,204,164,5,0
10,95,14,204,1,0
11,2,187,134,3,0
12,38,133,218,2,0
13,95,15,202,1,0
14,2,188,132,3,0
15,104,209,160,5,0
16,104,207,161,5,0
17,105,19,201,1,0
18,65,142,190,0,0
19,85,14,221,1,0
20,68,171,187,0,0
21,38,141,237,2,0
22,38,137,239,2,0
23,4,184,154,3,0
24,38,144,232,2,0
25,103,225,168,5,0
26,66,157,183,0,0
27,95,15,208,1,0
28,6,172,243,4,0
29,5,166,241,4,0
30,104,207,161,5,0
31,2,196,132,3,0
32,104,16,203,1,0
33,2,192,130,3,0
34,5,177,255,4,0
35,2,189,127,3,0
36,38,130,240,2,0
37,7,174,255,4,0
38,103,233,176,5,0
39,2,209,151,3,0
40,7,172,255,4,0
41,4,197,155,3,0
42,7,177,255,4,0
43,7,179,255,4,0
44,67,164,184,0,0
45,3,189,137,3,0
46,38,133,218,2,0
47,38,130,216,2,0
48,66,160,172,0,0
49,104,209,161,5,0
50,66,153,168,0,0
51,95,15,203,1,0
52,95,14,199,1,0
53,105,205,159,5,0
54,37,139,253,2,1
55,8,178,255,4,1
56,104,227,190,5,1
57,3,219,164,3,1
58,8,178,255,4,1
59,3,186,169,3,1
60,8,179,255,4,1
61,9,181,255,4,1
62,64,145,200,0,1
63,3,204,120,3,1
64,38,131,201,2,1
65,38,127,201,2,1
66,66,157,159,0,1
67,105,205,153,5,1
68,67,149,157,0,1
69,104,25,193,1,1
70,101,23,191,1,1
71,106,200,153,5,1
72,8,165,255,4,1
73,36,153,255,2,1
74,66,11,236,1,1
75,64,152,202,0,1
76,64,148,202,0,1
77,64,146,202,0,1
78,9,181,255,4,1
79,104,216,191,5,1
80,36,150,253,2,1
81,105,205,157,5,1
82,101,22,196,1,1
83,2,182,122,3,1
84,38,136,205,2,1
85,101,22,195,1,1
86,2,188,121,3,1
87,105,206,154,5,1
88,106,204,154,5,1
89,102,31,191,1,1
90,63,142,205,0,1
91,66,11,237,1,1
92,64,158,199,0,1
93,36,152,255,2,1
94,36,145,255,2,1
95,4,194,167,3,1
96,36,155,255,2,1
97,104,221,194,5,1
98,63,146,201,0,1
99,95,22,195,1,1
100,7,175,225,4,1
101,6,168,217,4,1
102,105,208,155,5,1
103,2,196,122,3,1
104,98,20,193,1,1
105,3,198,120,3,1
106,6,184,236,4,1
107,2,190,114,3,1
108,37,144,254,2,2
109,9,178,255,4,2
110,104,226,192,5,2
111,3,216,168,3,2
112,9,176,255,4,2
113,4,194,170,3,2
114,9,181,255,4,2
115,9,181,255,4,2
116,63,148,201,0,2
117,3,195,125,3,2
118,38,134,205,2,2
119,38,129,201,2,2
120,66,157,161,0,2
121,105,207,156,5,2
122,66,149,158,0,2
123,95,20,190,1,2
124,104,25,194,1,2
125,106,198,152,5,2
126,6,172,255,4,2
127,38,143,230,2,2
128,102,26,223,1,2
129,67,170,178,0,2
130,67,155,181,0,2
131,67,152,184,0,2
132,7,186,246,4,2
133,104,225,170,5,2
134,38,136,228,2,2
135,104,204,183,5,2
136,38,12,230,1,2
137,3,206,157,3,2
138,35,153,253,2,2
139,35,15,231,1,2
140,3,200,158,3,2
141,104,206,187,5,2
142,104,204,183,5,2
143,35,9,229,1,2
144,66,146,182,0,2
145,95,18,215,1,2
146,68,169,179,0,2
147,39,138,229,2,2
148,39,137,230,2,2
149,2,185,144,3,2
150,38,141,224,2,2
151,104,223,171,5,2
152,67,160,178,0,2
153,51,8,229,1,2
154,7,176,255,4,2
155,7,176,255,4,2
156,104,207,177,5,2
157,3,210,156,3,2
158,42,6,222,1,2
159,4,208,159,3,2
160,7,182,255,4,2
161,3,208,151,3,2
162,64,129,179,0,3
163,83,5,218,1,3
164,105,194,178,5,3
165,2,181,141,3,3
166,105,196,174,5,3
167,83,5,216,1,3
168,65,133,174,0,3
169,6,176,253,4,3
170,3,192,145,3,3
171,39,129,237,2,3
172,106,220,195,5,3
173,108,40,239,1,3
174,6,173,255,4,3
175,5,169,255,4,3
176,1,193,147,3,3
177,68,153,190,0,3
178,67,150,191,0,3
179,105,221,194,5,3
180,7,168,255,4,3
181,3,192,169,3,3
182,34,134,255,2,3
183,3,190,163,3,3
184,83,4,238,1,3
185,65,133,201,0,3
186,7,167,255,4,3
187,83,4,236,1,3
188,7,171,255,4,3
189,1,203,135,3,3
190,106,222,193,5,3
191,40,126,236,2,3
192,40,126,237,2,3
193,67,146,188,0,3
194,67,145,189,0,3
195,106,211,199,5,3
196,40,133,240,2,3
197,1,216,139,3,3
198,36,121,210,2,3
199,105,177,166,5,3
200,109,10,209,1,3
201,64,131,169,0,3
202,3,181,137,3,3
203,6,173,242,4,3
204,66,124,168,0,3
205,37,133,215,2,3
206,2,181,137,3,3
207,5,172,255,4,3
208,38,131,237,2,3
209,110,38,244,1,3
210,106,208,195,5,3
211,39,129,241,2,3
212,110,36,244,1,3
213,105,214,195,5,3
214,6,172,255,4,3
215,107,36,244,1,3
216,30,88,255,2,4
217,107,193,243,5,4
218,30,2,255,1,4
219,61,130,232,0,4
220,4,217,206,3,4
221,13,156,255,4,4
222,62,131,216,0,4
223,30,126,255,2,4
224,4,220,197,3,4
225,7,186,255,4,4
226,37,134,228,2,4
227,109,28,220,1,4
228,106,217,187,5,4
229,38,134,228,2,4
230,109,28,220,1,4
231,105,222,184,5,4
232,6,195,255,4,4
233,106,26,219,1,4
234,62,125,239,0,4
235,30,2,255,1,4
236,106,198,245,5,4
237,4,203,201,3,4
238,106,195,234,5,4
239,30,2,255,1,4
240,62,129,223,0,4
241,11,158,255,4,4
242,4,219,205,3,4
243,36,131,233,2,4
244,106,228,177,5,4
245,109,28,216,1,4
246,7,191,255,4,4
247,6,192,249,4,4
248,1,213,130,3,4
249,67,152,179,0,4
250,67,154,174,0,4
251,106,234,170,5,4
252,11,147,255,4,4
253,4,215,209,3,4
254,30,60,255,2,4
255,3,201,199,3,4
256,30,2,255,1,4
257,62,132,238,0,4
258,10,155,255,4,4
259,30,2,255,1,4
260,12,159,255,4,4
261,2,227,136,3,4
262,106,229,175,5,4
263,38,132,214,2,4
264,37,135,230,2,4
265,67,154,171,0,4
266,67,152,169,0,4
267,106,223,182,5,4
268,38,139,220,2,4
269,2,236,121,3,4
270,6,199,132,4,5
271,4,216,59,3,5
272,38,143,129,2,5
273,4,202,63,3,5
274,95,24,127,1,5
275,67,179,99,0,5
276,7,179,137,4,5
277,93,24,129,1,5
278,6,189,140,4,5
279,4,223,217,3,5
280,106,203,250,5,5
281,30,52,255,2,5
282,30,64,255,2,5
283,62,137,251,0,5
284,61,133,249,0,5
285,105,206,237,5,5
286,30,73,255,2,5
287,4,231,210,3,5
288,39,132,120,2,5
289,109,226,88,5,5
290,105,39,125,1,5
291,67,172,92,0,5
292,4,218,55,3,5
293,6,203,127,4,5
294,69,162,96,0,5
295,40,142,129,2,5
296,4,210,57,3,5
297,12,143,255,4,5
298,30,58,255,2,5
299,30,2,255,1,5
300,107,202,250,5,5
301,30,58,255,2,5
302,30,2,255,1,5
303,106,207,242,5,5
304,12,146,255,4,5
305,30,2,255,1,5
306,66,172,105,0,5
307,102,41,137,1,5
308,108,222,100,5,5
309,4,196,66,3,5
310,108,219,105,5,5
311,90,25,131,1,5
