0,3,178,189,4,0
1,4,177,71,3,0
2,41,136,173,2,0
3,69,158,118,0,0
4,4,170,73,3,0
5,107,211,109,5,0
6,4,164,76,3,0
7,41,136,172,2,0
8,4,190,202,4,0
9,108,187,154,5,0
10,4,189,255,4,0
11,39,151,221,2,0
12,110,43,241,1,0
13,67,165,159,0,0
14,114,41,242,1,0
15,40,153,237,2,0
16,39,155,234,2,0
17,4,195,255,4,0
18,69,160,116,0,0
19,41,136,175,2,0
20,3,193,204,4,0
21,107,201,114,5,0
22,41,135,178,2,0
23,4,189,212,4,0
24,2,150,79,3,0
25,107,204,115,5,0
26,69,169,118,0,0
27,39,136,231,2,0
28,113,50,242,1,0
29,3,185,105,3,0
30,39,149,243,2,0
31,4,193,255,4,0
32,3,194,109,3,0
33,3,194,108,3,0
34,67,172,160,0,0
35,108,225,155,5,0
36,114,41,174,1,0
37,4,194,223,4,0
38,107,217,108,5,0
39,4,159,77,3,0
40,107,204,111,5,0
41,111,39,175,1,0
42,69,156,119,0,0
43,4,166,77,3,0
44,69,164,120,0,0
45,114,40,240,1,0
46,68,154,159,0,0
47,107,221,141,5,0
48,4,192,255,4,0
49,110,39,244,1,0
50,108,211,155,5,0
51,109,39,242,1,0
52,66,169,164,0,0
53,110,38,241,1,0
54,4,164,75,3,1
55,114,49,187,1,1
56,69,169,118,0,1
57,4,162,76,3,1
58,3,178,76,3,1
59,41,141,184,2,1
60,107,204,114,5,1
61,4,187,212,4,1
62,110,49,190,1,1
63,110,44,254,1,1
64,66,164,165,0,1
65,66,171,154,0,1
66,108,211,157,5,1
67,110,41,255,1,1
68,4,193,255,4,1
69,2,200,112,3,1
70,4,195,255,4,1
71,4,188,255,4,1
72,41,133,174,2,1
73,41,133,178,2,1
74,114,52,186,1,1
75,3,185,211,4,1
76,69,162,123,0,1
77,41,144,184,2,1
78,4,186,205,4,1
79,2,170,78,3,1
80,41,135,181,2,1
81,3,172,105,3,1
82,108,208,150,5,1
83,66,161,162,0,1
84,3,187,110,3,1
85,4,192,255,4,1
86,108,212,156,5,1
87,4,195,255,4,1
88,67,173,169,0,1
89,39,152,255,2,1
90,107,204,110,5,1
91,112,54,180,1,1
92,4,192,207,4,1
93,70,156,119,0,1
94,41,135,180,2,1
95,109,45,188,1,1
96,107,196,114,5,1
97,110,48,181,1,1
98,3,179,76,3,1
99,110,45,255,1,1
100,108,192,155,5,1
101,68,168,155,0,1
102,67,165,167,0,1
103,108,211,158,5,1
104,39,152,253,2,1
105,40,155,252,2,1
106,2,192,110,3,1
107,108,218,157,5,1
108,112,40,237,1,2
109,66,174,151,0,2
110,3,234,95,3,2
111,110,41,249,1,2
112,2,188,111,3,2
113,5,192,255,4,2
114,2,210,96,3,2
115,3,201,101,3,2
116,108,216,146,5,2
117,40,150,179,2,2
118,40,147,178,2,2
119,69,163,115,0,2
120,41,146,184,2,2
121,68,169,118,0,2
122,41,140,182,2,2
123,110,49,189,1,2
124,68,169,122,0,2
125,2,178,76,3,2
126,109,235,146,5,2
127,109,236,147,5,2
128,69,181,158,0,2
129,3,198,92,3,2
130,109,214,162,5,2
131,109,215,169,5,2
132,3,203,255,4,2
133,67,172,156,0,2
134,41,155,245,2,2
135,41,142,180,2,2
136,113,73,205,1,2
137,3,195,208,4,2
138,3,197,210,4,2
139,112,70,208,1,2
140,2,190,71,3,2
141,109,228,122,5,2
142,3,196,219,4,2
143,114,74,213,1,2
144,2,181,105,3,2
145,110,232,165,5,2
146,37,147,255,2,2
147,103,33,255,1,2
148,37,141,255,2,2
149,69,175,184,0,2
150,109,237,154,5,2
151,2,198,99,3,2
152,4,195,255,4,2
153,70,180,125,0,2
154,2,206,255,4,2
155,3,192,221,4,2
156,41,143,202,2,2
157,3,203,239,4,2
158,115,75,238,1,2
159,113,81,239,1,2
160,110,223,130,5,2
161,72,173,132,0,2
162,2,220,101,3,3
163,110,237,183,5,3
164,33,134,255,2,3
165,90,5,255,1,3
166,5,177,255,4,3
167,5,178,255,4,3
168,70,191,174,0,3
169,110,231,181,5,3
170,69,190,186,0,3
171,110,232,131,5,3
172,2,204,255,4,3
173,110,230,136,5,3
174,70,185,131,0,3
175,111,230,140,5,3
176,41,139,221,2,3
177,43,146,218,2,3
178,110,226,143,5,3
179,1,174,76,3,3
180,37,142,255,2,3
181,68,190,168,0,3
182,4,233,101,3,3
183,3,220,104,3,3
184,68,176,184,0,3
185,110,212,183,5,3
186,5,205,255,4,3
187,4,195,255,4,3
188,4,195,255,4,3
189,113,68,216,1,3
190,114,71,225,1,3
191,3,204,239,4,3
192,41,146,198,2,3
193,112,68,223,1,3
194,2,185,73,3,3
195,112,69,223,1,3
196,2,190,74,3,3
197,110,216,135,5,3
198,69,180,155,0,3
199,110,41,255,1,3
200,109,233,162,5,3
201,4,195,255,4,3
202,39,144,255,2,3
203,1,182,115,3,3
204,2,217,94,3,3
205,40,154,254,2,3
206,110,46,255,1,3
207,41,134,186,2,3
208,114,77,221,1,3
209,70,176,121,0,3
210,41,143,194,2,3
211,2,188,68,3,3
212,69,180,126,0,3
213,3,199,224,4,3
214,72,185,121,0,3
215,114,79,232,1,3
216,42,131,164,2,4
217,42,137,168,2,4
218,41,142,171,2,4
219,108,203,113,5,4
220,112,62,187,1,4
221,108,220,108,5,4
222,1,171,70,3,4
223,69,172,113,0,4
224,4,188,67,3,4
225,109,194,170,5,4
226,3,190,255,4,4
227,113,56,254,1,4
228,40,149,255,2,4
229,67,172,167,0,4
230,39,152,249,2,4
231,69,175,163,0,4
232,109,224,163,5,4
233,40,152,250,2,4
234,70,167,112,0,4
235,4,188,68,3,4
236,41,141,174,2,4
237,70,166,118,0,4
238,4,177,72,3,4
239,110,57,185,1,4
240,1,147,73,3,4
241,112,57,186,1,4
242,4,195,204,4,4
243,4,186,255,4,4
244,109,197,164,5,4
245,112,48,255,1,4
246,2,194,109,3,4
247,39,151,255,2,4
248,67,172,168,0,4
249,109,217,160,5,4
250,4,193,255,4,4
251,67,175,166,0,4
252,3,186,193,4,4
253,4,184,66,3,4
254,108,223,110,5,4
255,69,163,117,0,4
256,108,211,110,5,4
257,42,151,179,2,4
258,108,207,111,5,4
259,4,192,202,4,4
260,69,174,113,0,4
261,110,43,255,1,4
262,4,191,255,4,4
263,112,52,255,1,4
264,2,189,109,3,4
265,4,194,255,4,4
266,110,42,255,1,4
267,4,195,255,4,4
268,109,42,255,1,4
269,2,204,105,3,4
270,41,142,180,2,5
271,108,226,109,5,5
272,4,206,64,3,5
273,109,211,119,5,5
274,3,198,221,4,5
275,111,67,205,1,5
276,41,146,188,2,5
277,112,65,208,1,5
278,3,198,70,3,5
279,110,207,169,5,5
280,67,180,167,0,5
281,109,234,156,5,5
282,109,218,175,5,5
283,68,179,179,0,5
284,3,207,114,3,5
285,37,155,255,2,5
286,37,157,255,2,5
287,5,190,255,4,5
288,4,190,181,4,5
289,4,202,62,3,5
290,69,177,103,0,5
291,1,166,68,3,5
292,110,60,176,1,5
293,4,200,192,4,5
294,111,53,173,1,5
295,41,144,167,2,5
296,108,57,172,1,5
297,4,192,255,4,5
298,3,174,106,3,5
299,68,178,145,0,5
300,107,42,246,1,5
301,3,194,106,3,5
302,108,212,150,5,5
303,4,196,255,4,5
304,110,45,255,1,5
305,110,46,255,1,5
306,107,218,102,5,5
307,41,143,169,2,5
308,108,233,106,5,5
309,71,165,114,0,5
310,108,220,109,5,5
311,3,199,224,4,5
312,42,127,169,2,5
313,41,138,177,2,5
314,110,63,191,1,5
315,2,153,112,3,5
316,67,163,161,0,5
317,67,172,155,0,5
318,67,175,164,0,5
319,39,150,255,2,5
320,4,195,255,4,5
321,2,204,106,3,5
322,4,193,255,4,5
323,67,175,164,0,5
324,69,180,103,0,6
325,69,183,104,0,6
326,4,202,192,4,6
327,4,196,196,4,6
328,107,223,99,5,6
329,4,206,66,3,6
330,68,168,111,0,6
331,106,216,98,5,6
332,69,181,110,0,6
333,108,201,147,5,6
334,110,35,236,1,6
335,39,159,234,2,6
336,39,163,255,2,6
337,5,202,255,4,6
338,108,221,149,5,6
339,107,37,255,1,6
340,108,42,253,1,6
341,2,204,106,3,6
342,110,53,170,1,6
343,69,175,108,0,6
344,4,206,62,3,6
345,42,137,168,2,6
346,112,47,173,1,6
347,3,200,207,4,6
348,41,144,166,2,6
349,4,185,68,3,6
350,68,178,110,0,6
351,39,151,251,2,6
352,109,202,149,5,6
353,108,226,139,5,6
354,67,175,164,0,6
355,67,177,171,0,6
356,67,170,169,0,6
357,3,204,106,3,6
358,5,202,255,4,6
359,111,36,255,1,6
360,4,194,178,4,6
361,41,143,157,2,6
362,4,203,188,4,6
363,5,179,65,3,6
364,4,190,64,3,6
365,4,200,194,4,6
366,108,201,99,5,6
367,41,143,162,2,6
368,107,44,164,1,6
369,39,138,240,2,6
370,4,168,103,3,6
371,4,198,96,3,6
372,110,40,246,1,6
373,39,153,245,2,6
374,108,215,149,5,6
375,4,203,255,4,6
376,110,39,244,1,6
377,108,222,143,5,6
378,4,177,67,3,7
379,69,175,109,0,7
380,110,59,183,1,7
381,4,165,71,3,7
382,108,214,107,5,7
383,41,147,177,2,7
384,108,204,110,5,7
385,4,193,205,4,7
386,4,196,207,4,7
387,109,176,180,5,7
388,5,186,255,4,7
389,66,166,160,0,7
390,67,176,174,0,7
391,5,197,255,4,7
392,4,194,109,3,7
393,39,166,255,2,7
394,67,185,176,0,7
395,67,182,168,0,7
396,41,141,157,2,7
397,4,202,62,3,7
398,4,206,62,3,7
399,109,51,169,1,7
400,107,50,170,1,7
401,107,220,97,5,7
402,3,191,188,4,7
403,107,213,100,5,7
404,41,144,166,2,7
405,114,36,238,1,7
406,4,194,255,4,7
407,66,176,151,0,7
408,39,157,244,2,7
409,67,171,165,0,7
410,112,34,252,1,7
411,4,202,255,4,7
412,108,221,148,5,7
413,4,198,255,4,7
414,106,212,89,5,7
415,39,148,159,2,7
416,112,41,163,1,7
417,110,37,158,1,7
418,4,183,67,3,7
419,4,201,195,4,7
420,68,164,105,0,7
421,67,172,109,0,7
422,4,190,66,3,7
423,3,153,111,3,7
424,38,150,240,2,7
425,107,226,131,5,7
426,107,29,233,1,7
427,39,153,252,2,7
428,2,191,107,3,7
429,39,163,244,2,7
430,108,218,141,5,7
431,113,29,243,1,7
432,41,141,155,2,8
433,107,228,92,5,8
434,4,202,191,4,8
435,107,203,96,5,8
436,4,200,197,4,8
437,107,44,168,1,8
438,70,168,106,0,8
439,68,175,108,0,8
440,108,46,165,1,8
441,109,35,242,1,8
442,110,33,233,1,8
443,108,228,133,5,8
444,67,175,161,0,8
445,67,177,163,0,8
446,5,201,255,4,8
447,3,212,106,3,8
448,105,37,240,1,8
449,67,181,160,0,8
450,67,172,109,0,8
451,40,152,173,2,8
452,112,45,177,1,8
453,5,170,69,3,8
454,109,43,174,1,8
455,108,218,102,5,8
456,107,198,103,5,8
457,4,182,70,3,8
458,40,152,181,2,8
459,2,147,127,3,8
460,38,157,255,2,8
461,108,215,147,5,8
462,5,198,255,4,8
463,3,204,117,3,8
464,5,192,255,4,8
465,3,212,110,3,8
466,65,187,174,0,8
467,3,215,114,3,8
468,4,194,177,4,8
469,41,143,160,2,8
470,109,54,168,1,8
471,5,174,68,3,8
472,107,216,98,5,8
473,41,144,167,2,8
474,108,201,99,5,8
475,4,198,193,4,8
476,4,197,194,4,8
477,4,182,255,4,8
478,4,168,110,3,8
479,68,175,152,0,8
480,67,175,160,0,8
481,39,157,255,2,8
482,108,214,154,5,8
483,40,167,254,2,8
484,108,43,254,1,8
485,39,163,254,2,8
486,39,154,250,2,9
487,109,42,255,1,9
488,39,162,255,2,9
489,110,224,165,5,9
490,39,152,255,2,9
491,68,181,168,0,9
492,69,173,147,0,9
493,4,207,95,3,9
494,4,202,255,4,9
495,3,202,197,4,9
496,3,198,198,4,9
497,109,214,106,5,9
498,41,148,171,2,9
499,108,221,107,5,9
500,3,165,68,3,9
501,110,65,183,1,9
502,42,142,170,2,9
503,3,191,200,4,9
504,68,168,164,0,9
505,111,34,255,1,9
506,3,230,102,3,9
507,4,204,255,4,9
508,67,179,164,0,9
509,67,180,167,0,9
510,109,214,140,5,9
511,112,39,255,1,9
512,110,44,255,1,9
513,112,57,185,1,9
514,68,172,113,0,9
515,69,166,115,0,9
516,110,52,181,1,9
517,3,198,212,4,9
518,108,210,107,5,9
519,3,199,201,4,9
520,108,213,104,5,9
521,41,139,176,2,9
522,4,223,96,3,9
523,66,186,168,0,9
524,3,240,100,3,9
525,4,202,255,4,9
526,3,204,105,3,9
527,5,200,255,4,9
528,109,216,145,5,9
529,39,154,253,2,9
530,4,202,97,3,9
531,41,151,181,2,9
532,4,188,68,3,9
533,109,204,110,5,9
534,108,226,105,5,9
535,110,57,187,1,9
536,4,174,69,3,9
537,110,57,186,1,9
538,42,152,177,2,9
539,69,166,113,0,9
540,101,28,255,1,10
541,65,192,172,0,10
542,67,197,164,0,10
543,108,228,143,5,10
544,108,226,145,5,10
545,5,205,255,4,10
546,108,221,139,5,10
547,108,213,132,5,10
548,4,205,96,3,10
549,101,40,135,1,10
550,6,204,50,3,10
551,67,173,84,0,10
552,101,41,132,1,10
553,40,143,137,2,10
554,40,143,137,2,10
555,106,243,64,5,10
556,90,26,121,1,10
557,101,19,120,1,10
558,109,211,154,5,10
559,5,200,255,4,10
560,38,173,255,2,10
561,5,204,255,4,10
562,103,29,255,1,10
563,108,220,147,5,10
564,4,216,98,3,10
565,39,163,245,2,10
566,4,207,95,3,10
567,4,202,160,4,10
568,104,41,136,1,10
569,41,154,136,2,10
570,6,219,49,3,10
571,6,194,49,3,10
572,8,172,50,3,10
573,67,180,78,0,10
574,68,175,80,0,10
575,107,196,70,5,10
576,3,199,110,3,10
577,38,167,255,2,10
578,67,190,159,0,10
579,4,218,100,3,10
580,5,210,255,4,10
581,103,31,242,1,10
582,4,204,255,4,10
583,39,164,237,2,10
584,39,165,228,2,10
585,41,150,135,2,10
586,106,219,71,5,10
587,109,38,124,1,10
588,68,183,82,0,10
589,68,171,82,0,10
590,3,197,163,4,10
591,4,204,146,4,10
592,67,170,78,0,10
593,5,191,135,4,10
594,5,157,226,4,11
595,37,119,204,2,11
596,36,122,201,2,11
597,104,158,161,5,11
598,104,167,161,5,11
599,104,188,156,5,11
600,103,202,149,5,11
601,103,169,157,5,11
602,104,171,159,5,11
603,68,149,168,0,11
604,66,146,169,0,11
605,67,140,167,0,11
606,5,182,254,4,11
607,37,134,223,2,11
608,37,129,219,2,11
609,5,181,255,4,11
610,37,134,224,2,11
611,37,129,219,2,11
612,104,186,182,5,11
613,0,114,157,3,11
614,0,118,159,3,11
615,103,211,180,5,11
616,96,6,214,1,11
617,96,6,218,1,11
618,103,193,185,5,11
619,96,6,215,1,11
620,96,6,219,1,11
621,36,129,233,2,11
622,37,128,237,2,11
623,37,128,236,2,11
624,3,185,151,3,11
625,3,188,155,3,11
626,3,188,154,3,11
627,3,193,153,3,11
628,3,192,155,3,11
629,3,182,154,3,11
630,103,9,219,1,11
631,109,9,221,1,11
632,103,10,213,1,11
633,6,175,255,4,11
